title,author,date,link,pdf_link,query,search_engine,nr_found,cite_count,doi
Handling disconnection in mobile database transaction,Romani Farid Ibrahim,12-14 Oct. 2011,https://ieeexplore.ieee.org/document/6111015/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6111015,,,1,1,10.1109/ICAICT.2011.6111015
Optimized compensation transaction for mobile telecommunication systems,Y. Yoon,14-16 Nov. 1995,https://ieeexplore.ieee.org/document/500290/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=500290,,,1,0,10.1109/GLOCOM.1995.500290
